datetime,timing,temperature
2024-11-01 04:52,before,-16.0
2024-11-01 12:22,working,-10.8
2024-11-01 18:02,after,-16.3
2024-11-02 04:52,before,-15.9
2024-11-02 12:02,working,-16.4
2024-11-02 18:02,after,-16.1
2024-11-03 04:52,before,-16.0
2024-11-03 12:12,working,-15.6
2024-11-03 18:02,after,-16.2
2024-11-04 04:52,before,-16.3
2024-11-04 12:12,working,-15.4
2024-11-04 18:02,after,-16.2
2024-11-05 04:52,before,-16.1
2024-11-05 12:02,working,-17.3
2024-11-05 18:02,after,-15.1
2024-11-06 04:52,before,-16.1
2024-11-06 12:02,working,-16.0
2024-11-06 18:02,after,-16.0
2024-11-07 04:52,before,-16.2
2024-11-07 12:12,working,-15.2
2024-11-07 18:02,after,-15.6
2024-11-08 04:52,before,-16.4
2024-11-08 12:02,working,-15.4
2024-11-08 18:02,after,-13.3
2024-11-09 04:52,before,-15.8
2024-11-09 12:02,working,-16.8
2024-11-09 18:02,after,-15.2
2024-11-10 04:52,before,-15.5
2024-11-10 12:02,working,-16.8
2024-11-10 18:02,after,-15.5
2024-11-11 04:52,before,-15.9
2024-11-11 12:12,working,-14.6
2024-11-11 18:02,after,-16.8
2024-11-12 04:52,before,-16.6
2024-11-12 12:02,working,-15.9
2024-11-12 18:02,after,-15.8
2024-11-13 04:52,before,-16.2
2024-11-13 12:02,working,-15.2
2024-11-13 18:02,after,-16.2
2024-11-14 04:52,before,-16.0
2024-11-14 12:12,working,-16.1
2024-11-14 18:02,after,-16.1
2024-11-15 04:52,before,-16.6
2024-11-15 12:12,working,-14.7
2024-11-15 18:02,after,-15.4
2024-11-16 04:52,before,-16.4
2024-11-16 12:12,working,-16.1
2024-11-16 18:02,after,-15.8
2024-11-17 04:53,before,-16.4
2024-11-17 12:13,working,-16.0
2024-11-17 18:03,after,-16.1
2024-11-18 04:53,before,-16.5
2024-11-18 12:13,working,-16.2
2024-11-18 18:03,after,-16.4
2024-11-19 04:53,before,-16.3
2024-11-19 12:13,working,-16.1
2024-11-19 18:03,after,-16.2
2024-11-20 04:53,before,-16.5
2024-11-20 12:13,working,-14.9
2024-11-20 18:03,after,-15.9
2024-11-21 04:53,before,-15.2
2024-11-21 12:13,working,-16.0
2024-11-21 18:03,after,-15.8
2024-11-22 05:03,before,-15.4
2024-11-22 12:13,working,-13.5
2024-11-22 18:03,after,-16.9
2024-11-23 04:53,before,-16.9
2024-11-23 12:13,working,-15.4
2024-11-23 18:03,after,-16.8
2024-11-24 04:53,before,-17.1
2024-11-24 12:23,working,-15.3
2024-11-24 18:03,after,-16.5
2024-11-25 04:53,before,-16.7
2024-11-25 12:23,working,-15.0
2024-11-25 18:03,after,-16.5
2024-11-26 05:03,before,-16.0
2024-11-26 12:13,working,-12.1
2024-11-26 18:03,after,-15.9
2024-11-27 04:53,before,-16.4
2024-11-27 12:23,working,-13.6
2024-11-27 18:03,after,-16.5
2024-11-28 05:03,before,-15.9
2024-11-28 12:13,working,-14.8
2024-11-28 18:03,after,-16.4
2024-11-29 04:53,before,-16.7
2024-11-29 12:23,working,-12.2
2024-11-29 18:03,after,-16.2
2024-11-30 05:03,before,-15.9
2024-11-30 12:13,working,-15.5
2024-11-30 18:03,after,-16.5
