datetime,timing,temperature
2025-10-01 04:59,before,-1.5
2025-10-01 12:29,working,-16.7
2025-10-01 17:59,after,-17.1
2025-10-02 04:59,before,-1.4
2025-10-02 12:09,working,-17.1
2025-10-02 17:59,after,-16.8
2025-10-03 04:59,before,-3.3
2025-10-03 12:09,working,-17.2
2025-10-03 17:59,after,-16.9
2025-10-04 04:59,before,-2.3
2025-10-04 12:09,working,-16.7
2025-10-04 17:59,after,-17.1
2025-10-05 04:59,before,-2.6
2025-10-05 12:19,working,-17.0
2025-10-05 17:59,after,-17.1
2025-10-06 04:59,before,-2.7
2025-10-06 12:19,working,-16.9
2025-10-06 18:09,after,-17.4
2025-10-07 04:59,before,-3.0
2025-10-07 12:19,working,-16.9
2025-10-07 17:59,after,-16.8
2025-10-08 04:59,before,-3.6
2025-10-08 12:19,working,-16.8
2025-10-08 17:59,after,-17.3
2025-10-09 04:59,before,-2.5
2025-10-09 12:20,working,-17.0
2025-10-09 18:00,after,-17.5
2025-10-10 05:00,before,-4.3
2025-10-10 12:20,working,-17.0
2025-10-10 18:10,after,-17.2
2025-10-11 05:00,before,-3.0
2025-10-11 12:10,working,-17.3
2025-10-11 18:00,after,-17.1
2025-10-12 04:50,before,2.0
2025-10-12 12:20,working,-16.9
2025-10-12 18:00,after,-17.1
2025-10-13 05:00,before,-4.7
2025-10-13 12:30,working,-17.1
2025-10-13 18:10,after,-17.2
2025-10-14 05:00,before,-3.1
2025-10-14 12:20,working,-16.8
2025-10-14 18:10,after,-16.9
2025-10-15 05:00,before,-3.6
2025-10-15 12:20,working,-16.6
2025-10-15 18:10,after,-17.2
2025-10-16 05:00,before,-3.0
2025-10-16 12:30,working,-17.3
2025-10-16 18:10,after,-17.0
2025-10-17 05:00,before,-3.7
2025-10-17 12:20,working,-17.1
2025-10-17 18:10,after,-16.8
2025-10-18 05:00,before,-4.5
2025-10-18 12:20,working,-17.3
2025-10-18 18:10,after,-17.1
2025-10-19 05:00,before,-5.4
2025-10-19 12:30,working,-16.9
2025-10-19 18:00,after,-17.2
2025-10-20 05:00,before,-5.0
2025-10-20 12:30,working,-17.3
2025-10-20 18:10,after,-17.2
2025-10-21 05:00,before,-4.8
2025-10-21 12:20,working,-17.2
2025-10-21 18:00,after,-17.5
2025-10-22 05:00,before,-6.5
2025-10-22 12:30,working,-16.9
2025-10-22 18:10,after,-17.4
2025-10-23 05:00,before,-7.2
2025-10-23 12:20,working,-17.3
2025-10-23 18:00,after,-17.1
2025-10-24 04:50,before,3.2
2025-10-24 12:20,working,-17.1
2025-10-24 18:10,after,-16.9
2025-10-25 05:00,before,-5.5
2025-10-25 12:20,working,-17.2
2025-10-25 18:00,after,-16.9
2025-10-26 05:00,before,-4.9
2025-10-26 12:30,working,-17.0
2025-10-26 18:01,after,-17.0
2025-10-27 05:01,before,-5.0
2025-10-27 12:41,working,-16.8
2025-10-27 18:11,after,-16.8
2025-10-28 04:51,before,3.1
2025-10-28 12:31,working,-17.6
2025-10-28 18:01,after,-16.8
2025-10-29 05:01,before,-8.1
2025-10-29 12:31,working,-16.9
2025-10-29 18:01,after,-17.4
2025-10-30 05:01,before,-8.8
2025-10-30 12:31,working,-17.3
2025-10-30 18:01,after,-16.9
2025-10-31 05:01,before,-8.7
2025-10-31 12:31,working,-17.6
2025-10-31 18:01,after,-16.7
