datetime,timing,temperature
2025-04-01 04:52,before,14.8
2025-04-01 12:22,working,14.0
2025-04-01 18:02,after,17.0
2025-04-02 04:52,before,12.0
2025-04-02 12:12,working,13.0
2025-04-02 18:02,after,13.0
2025-04-03 04:52,before,10.9
2025-04-03 12:12,working,11.6
2025-04-03 18:02,after,12.0
2025-04-04 04:52,before,9.7
2025-04-04 12:12,working,12.4
2025-04-04 18:02,after,12.7
2025-04-05 04:52,before,9.6
2025-04-05 12:12,working,16.2
2025-04-05 18:02,after,16.6
2025-04-06 04:52,before,16.2
2025-04-06 12:12,working,13.3
2025-04-06 18:02,after,13.5
2025-04-07 04:52,before,11.7
2025-04-07 12:12,working,14.8
2025-04-07 18:02,after,11.9
2025-04-08 04:52,before,8.4
2025-04-08 12:12,working,11.9
2025-04-08 18:02,after,12.1
2025-04-09 04:52,before,10.8
2025-04-09 12:12,working,12.6
2025-04-09 18:02,after,12.4
2025-04-10 04:52,before,9.9
2025-04-10 12:12,working,11.9
2025-04-10 18:02,after,11.0
2025-04-11 04:52,before,10.2
2025-04-11 12:12,working,12.0
2025-04-11 18:02,after,13.3
2025-04-12 04:52,before,11.5
2025-04-12 12:12,working,13.2
2025-04-12 18:02,after,14.0
2025-04-13 04:52,before,12.6
2025-04-13 13:12,working,12.2
2025-04-13 18:02,after,12.4
2025-04-14 04:52,before,11.9
2025-04-14 12:22,working,13.0
2025-04-14 18:02,after,12.5
2025-04-15 04:52,before,9.7
2025-04-15 12:32,working,12.3
2025-04-15 18:02,after,13.3
2025-04-16 04:52,before,15.9
2025-04-16 12:22,working,14.2
2025-04-16 18:02,after,13.3
2025-04-17 04:52,before,10.2
2025-04-17 12:12,working,13.2
2025-04-17 18:02,after,12.8
2025-04-18 04:52,before,10.1
2025-04-18 12:12,working,13.4
2025-04-18 18:02,after,14.5
2025-04-19 04:52,before,12.3
2025-04-19 12:12,working,14.0
2025-04-19 18:02,after,15.1
2025-04-20 04:52,before,13.4
2025-04-20 12:22,working,14.4
2025-04-20 18:02,after,14.5
2025-04-21 04:52,before,13.5
2025-04-21 12:22,working,14.6
2025-04-21 18:02,after,13.3
2025-04-22 04:52,before,10.9
2025-04-22 12:22,working,14.4
2025-04-22 18:02,after,14.0
2025-04-23 04:52,before,13.3
2025-04-23 12:22,working,13.8
2025-04-23 18:02,after,13.4
2025-04-24 04:52,before,12.9
2025-04-24 12:22,working,14.7
2025-04-24 18:02,after,14.4
2025-04-25 04:52,before,13.0
2025-04-25 12:22,working,15.2
2025-04-25 18:02,after,15.1
2025-04-26 04:52,before,12.6
2025-04-26 12:12,working,13.9
2025-04-26 18:02,after,14.3
2025-04-27 04:52,before,11.7
2025-04-27 12:22,working,13.9
2025-04-27 18:02,after,14.7
2025-04-28 04:52,before,12.8
2025-04-28 12:22,working,15.0
2025-04-28 19:32,after,11.1
2025-04-29 04:52,before,9.6
2025-04-29 12:22,working,12.6
2025-04-29 18:02,after,13.4
2025-04-30 04:52,before,10.5
2025-04-30 12:22,working,13.5
2025-04-30 18:02,after,13.6
