datetime,timing,temperature
2025-01-01 04:52,before,-2.8
2025-01-01 12:12,working,-2.2
2025-01-01 18:02,after,-1.8
2025-01-02 04:52,before,-2.9
2025-01-02 12:02,working,-2.8
2025-01-02 18:02,after,-1.2
2025-01-03 04:52,before,-2.8
2025-01-03 12:02,working,-0.3
2025-01-03 18:02,after,-0.8
2025-01-04 04:52,before,-2.9
2025-01-04 12:02,working,-0.6
2025-01-04 18:02,after,-1.5
2025-01-05 04:52,before,-2.9
2025-01-05 12:12,working,0.5
2025-01-05 18:02,after,-0.2
2025-01-06 04:52,before,-2.8
2025-01-06 12:12,working,-0.9
2025-01-06 18:02,after,-1.0
2025-01-07 04:52,before,-3.3
2025-01-07 12:12,working,-0.9
2025-01-07 18:02,after,0.3
2025-01-08 04:52,before,-2.0
2025-01-08 12:02,working,-1.3
2025-01-08 18:02,after,-1.8
2025-01-09 05:02,before,-0.6
2025-01-09 12:22,working,-1.7
2025-01-09 18:02,after,-3.5
2025-01-10 04:52,before,-2.8
2025-01-10 12:12,working,-0.4
2025-01-10 18:02,after,-1.0
2025-01-11 05:02,before,-1.2
2025-01-11 12:02,working,-0.9
2025-01-11 18:02,after,-0.8
2025-01-12 04:52,before,-2.7
2025-01-12 12:12,working,-0.4
2025-01-12 18:02,after,-1.9
2025-01-13 04:52,before,-2.4
2025-01-13 12:12,working,-2.8
2025-01-13 18:02,after,-2.4
2025-01-14 04:52,before,-2.8
2025-01-14 12:02,working,-0.1
2025-01-14 18:02,after,-1.6
2025-01-15 04:52,before,-3.4
2025-01-15 12:02,working,-1.8
2025-01-15 18:02,after,-0.7
2025-01-16 04:52,before,-2.6
2025-01-16 12:02,working,-3.3
2025-01-16 18:02,after,-0.1
2025-01-17 04:52,before,-2.9
2025-01-17 12:02,working,-0.6
2025-01-17 18:02,after,-3.3
2025-01-18 04:52,before,-3.0
2025-01-18 12:02,working,-0.3
2025-01-18 18:02,after,0.2
2025-01-19 04:52,before,-2.7
2025-01-19 12:02,working,-0.4
2025-01-19 18:02,after,-1.4
2025-01-20 04:52,before,-2.7
2025-01-20 12:02,working,-2.5
2025-01-20 18:02,after,-3.3
2025-01-21 04:52,before,-2.8
2025-01-21 12:02,working,-0.6
2025-01-21 18:02,after,-2.2
2025-01-22 04:52,before,-2.3
2025-01-22 12:02,working,-2.9
2025-01-22 18:02,after,-2.9
2025-01-23 04:52,before,-2.2
2025-01-23 12:02,working,-2.9
2025-01-23 18:02,after,-2.8
2025-01-24 04:52,before,-2.7
2025-01-24 12:02,working,-0.9
2025-01-24 18:02,after,-1.9
2025-01-25 04:52,before,-2.2
2025-01-25 12:02,working,-0.4
2025-01-25 18:02,after,-1.6
2025-01-26 04:52,before,-2.1
2025-01-26 12:02,working,0.3
2025-01-26 18:02,after,-0.4
2025-01-27 04:52,before,-2.0
2025-01-27 12:02,working,-4.0
2025-01-27 18:02,after,-1.5
2025-01-28 04:52,before,-2.7
2025-01-28 12:02,working,-1.4
2025-01-28 18:02,after,-3.4
2025-01-29 04:52,before,1.2
2025-01-29 12:02,working,-3.1
2025-01-29 18:02,after,-1.4
2025-01-30 04:52,before,-2.8
2025-01-30 12:02,working,-2.0
2025-01-30 18:02,after,-1.2
2025-01-31 04:52,before,-3.2
2025-01-31 12:02,working,-2.3
2025-01-31 18:02,after,-3.0
